engine,kind,phash,dataset,split,seed,n,n_budget_truncated,acc_orig,acc_strict,acc_perm,acc_matched_strict,acc_matched_perm,unparsed_orig,unparsed_strict,mean_think
hf,noop,888caea894,gsm8k,dev,0,200,0,0.94,0.94,0.94,0.94,0.94,0.0,0.0,1417.005
hf,noop,888caea894,math_train,dev,0,800,16,0.70125,0.7025,0.71125,0.7025,0.71125,0.21750000000000003,0.21499999999999997,4469.69625
vllm,static_budget,974b1c9039,aime,test,0,30,17,0.1,0.1,0.1,0.06666666666666667,0.06666666666666667,0.33333333333333337,0.33333333333333337,2047.0
vllm,static_budget,974b1c9039,aime,test,1,30,14,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.23333333333333328,0.23333333333333328,2022.0
vllm,static_budget,974b1c9039,aime,test,2,30,12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1333333333333333,0.1333333333333333,2013.7666666666667
vllm,static_budget,974b1c9039,aime,test,3,30,14,0.2,0.2,0.2,0.16666666666666666,0.16666666666666666,0.23333333333333328,0.23333333333333328,2033.3333333333333
vllm,static_budget,974b1c9039,aime,test,4,30,13,0.1,0.1,0.13333333333333333,0.06666666666666667,0.1,0.23333333333333328,0.23333333333333328,2020.8
vllm,static_budget,974b1c9039,aime,test,5,30,15,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1,0.1,0.09999999999999998,0.09999999999999998,2048.0
vllm,static_budget,974b1c9039,aime,test,6,30,8,0.1,0.1,0.13333333333333333,0.1,0.13333333333333333,0.16666666666666663,0.16666666666666663,2034.4
vllm,static_budget,974b1c9039,aime,test,7,30,12,0.2,0.2,0.2,0.16666666666666666,0.16666666666666666,0.30000000000000004,0.30000000000000004,2044.8666666666666
vllm,static_budget,974b1c9039,gpqa_diamond,test,0,198,60,0.31313131313131315,0.31313131313131315,0.31313131313131315,0.2676767676767677,0.2777777777777778,0.0505050505050505,0.0505050505050505,1944.0959595959596
vllm,static_budget,974b1c9039,gpqa_diamond,test,1,198,60,0.2777777777777778,0.2777777777777778,0.2878787878787879,0.2777777777777778,0.2878787878787879,0.07070707070707072,0.07070707070707072,1925.560606060606
vllm,static_budget,974b1c9039,gpqa_diamond,test,2,198,55,0.3282828282828283,0.3282828282828283,0.3434343434343434,0.2878787878787879,0.2878787878787879,0.030303030303030276,0.030303030303030276,1919.5555555555557
vllm,static_budget,974b1c9039,gpqa_diamond,test,3,198,53,0.3282828282828283,0.3282828282828283,0.3383838383838384,0.2878787878787879,0.29797979797979796,0.030303030303030276,0.030303030303030276,1896.459595959596
vllm,static_budget,974b1c9039,gpqa_diamond,test,4,198,64,0.3383838383838384,0.3383838383838384,0.3434343434343434,0.31313131313131315,0.3181818181818182,0.05555555555555558,0.05555555555555558,1934.040404040404
